,age,duree_paiement,montant,duree_rente,type_prime,produit
0,20,5,64105.53637819914,3,ANNUELLE,100k
1,21,5,64119.97462983249,3,ANNUELLE,100k
2,22,5,64135.04559923427,3,ANNUELLE,100k
3,23,5,64152.78778947484,3,ANNUELLE,100k
4,24,5,64172.790999619494,3,ANNUELLE,100k
5,25,5,64195.61637605189,3,ANNUELLE,100k
6,26,5,64218.80176322018,3,ANNUELLE,100k
7,27,5,64242.05888373318,3,ANNUELLE,100k
8,28,5,64267.03313151944,3,ANNUELLE,100k
9,29,5,64295.08112781647,3,ANNUELLE,100k
10,30,5,64330.723132692314,3,ANNUELLE,100k
11,31,5,64379.16401049688,3,ANNUELLE,100k
12,32,5,64439.23509960904,3,ANNUELLE,100k
13,33,5,64509.35624942676,3,ANNUELLE,100k
14,34,5,64585.47968897631,3,ANNUELLE,100k
15,35,5,64672.20591870413,3,ANNUELLE,100k
16,36,5,64769.77331244887,3,ANNUELLE,100k
17,37,5,64882.95675643724,3,ANNUELLE,100k
18,38,5,65013.117611133915,3,ANNUELLE,100k
19,39,5,65159.89464963125,3,ANNUELLE,100k
20,40,5,65321.96216289041,3,ANNUELLE,100k
21,41,5,65492.51318345677,3,ANNUELLE,100k
22,42,5,65672.5434572554,3,ANNUELLE,100k
23,43,5,65857.45824157803,3,ANNUELLE,100k
24,44,5,66043.79837957883,3,ANNUELLE,100k
25,45,5,66226.57952139094,3,ANNUELLE,100k
26,46,5,66405.7989317355,3,ANNUELLE,100k
27,47,5,66585.2201483513,3,ANNUELLE,100k
28,48,5,66769.22250020374,3,ANNUELLE,100k
29,49,5,66961.67006615944,3,ANNUELLE,100k
30,50,5,67167.4094365177,3,ANNUELLE,100k
31,51,5,67384.77390630888,3,ANNUELLE,100k
32,52,5,67615.62159647435,3,ANNUELLE,100k
33,53,5,67868.72499258738,3,ANNUELLE,100k
34,54,5,68155.0838083251,3,ANNUELLE,100k
35,55,5,68495.38240131906,3,ANNUELLE,100k
36,56,5,68913.83118109408,3,ANNUELLE,100k
37,57,5,69398.9620780714,3,ANNUELLE,100k
38,58,5,69953.61720101595,3,ANNUELLE,100k
39,59,5,70554.35364884899,3,ANNUELLE,100k
40,60,5,71220.24204748802,3,ANNUELLE,100k
41,20,6,52750.457200420315,3,ANNUELLE,100k
42,21,6,52767.75125369279,3,ANNUELLE,100k
43,22,6,52786.070365419815,3,ANNUELLE,100k
44,23,6,52807.259198289554,3,ANNUELLE,100k
45,24,6,52830.85122473157,3,ANNUELLE,100k
46,25,6,52857.109050681094,3,ANNUELLE,100k
47,26,6,52883.84262081371,3,ANNUELLE,100k
48,27,6,52911.61822712497,3,ANNUELLE,100k
49,28,6,52942.78177151132,3,ANNUELLE,100k
50,29,6,52979.014878309965,3,ANNUELLE,100k
51,30,6,53024.359148193376,3,ANNUELLE,100k
52,31,6,53083.771720147444,3,ANNUELLE,100k
53,32,6,53155.88958681176,3,ANNUELLE,100k
54,33,6,53239.47261615112,3,ANNUELLE,100k
55,34,6,53331.140264761765,3,ANNUELLE,100k
56,35,6,53435.92947345345,3,ANNUELLE,100k
57,36,6,53554.43225974719,3,ANNUELLE,100k
58,37,6,53690.72737976152,3,ANNUELLE,100k
59,38,6,53845.91549554698,3,ANNUELLE,100k
60,39,6,54019.25727419426,3,ANNUELLE,100k
61,40,6,54208.98627885874,3,ANNUELLE,100k
62,41,6,54407.70076403759,3,ANNUELLE,100k
63,42,6,54615.536186457655,3,ANNUELLE,100k
64,43,6,54827.662915945446,3,ANNUELLE,100k
65,44,6,55040.733807493656,3,ANNUELLE,100k
66,45,6,55250.446214500524,3,ANNUELLE,100k
67,46,6,55457.82894362783,3,ANNUELLE,100k
68,47,6,55667.07441980863,3,ANNUELLE,100k
69,48,6,55882.79212228476,3,ANNUELLE,100k
70,49,6,56108.99087837413,3,ANNUELLE,100k
71,50,6,56350.088655987565,3,ANNUELLE,100k
72,51,6,56606.235501391755,3,ANNUELLE,100k
73,52,6,56883.454528177535,3,ANNUELLE,100k
74,53,6,57192.84010894553,3,ANNUELLE,100k
75,54,6,57547.130937194015,3,ANNUELLE,100k
76,55,6,57965.54046013158,3,ANNUELLE,100k
77,56,6,58472.20534820536,3,ANNUELLE,100k
78,57,6,59053.05880955178,3,ANNUELLE,100k
79,58,6,59710.484496201374,3,ANNUELLE,100k
80,59,6,60424.140346672146,3,ANNUELLE,100k
81,60,6,61210.82733539523,3,ANNUELLE,100k
82,20,7,44682.75759711624,3,ANNUELLE,100k
83,21,7,44703.03435894032,3,ANNUELLE,100k
84,22,7,44724.605250940476,3,ANNUELLE,100k
85,23,7,44749.20582925655,3,ANNUELLE,100k
86,24,7,44776.16763097118,3,ANNUELLE,100k
87,25,7,44805.86062938105,3,ANNUELLE,100k
88,26,7,44836.81204450294,3,ANNUELLE,100k
89,27,7,44870.22159351065,3,ANNUELLE,100k
90,28,7,44908.69415222699,3,ANNUELLE,100k
91,29,7,44953.72246569892,3,ANNUELLE,100k
92,30,7,45009.30743930487,3,ANNUELLE,100k
93,31,7,45080.095986473,3,ANNUELLE,100k
94,32,7,45164.95388868872,3,ANNUELLE,100k
95,33,7,45263.007998050394,3,ANNUELLE,100k
96,34,7,45371.528824574634,3,ANNUELLE,100k
97,35,7,45495.722747788204,3,ANNUELLE,100k
98,36,7,45635.8501440889,3,ANNUELLE,100k
99,37,7,45795.75653117879,3,ANNUELLE,100k
100,38,7,45976.20214375044,3,ANNUELLE,100k
101,39,7,46176.038206038575,3,ANNUELLE,100k
102,40,7,46392.73317526618,3,ANNUELLE,100k
103,41,7,46618.3974942421,3,ANNUELLE,100k
104,42,7,46852.7641389473,3,ANNUELLE,100k
105,43,7,47091.02864801265,3,ANNUELLE,100k
106,44,7,47330.23606769953,3,ANNUELLE,100k
107,45,7,47566.99063005431,3,ANNUELLE,100k
108,46,7,47802.81761371975,3,ANNUELLE,100k
109,47,7,48042.22166857324,3,ANNUELLE,100k
110,48,7,48290.011789330994,3,ANNUELLE,100k
111,49,7,48550.003015528884,3,ANNUELLE,100k
112,50,7,48827.98244657366,3,ANNUELLE,100k
113,51,7,49127.480807536514,3,ANNUELLE,100k
114,52,7,49456.71517409964,3,ANNUELLE,100k
115,53,7,49828.39476121651,3,ANNUELLE,100k
116,54,7,50254.86335112961,3,ANNUELLE,100k
117,55,7,50755.95026795956,3,ANNUELLE,100k
118,56,7,51352.800404811,3,ANNUELLE,100k
119,57,7,52031.43769227481,3,ANNUELLE,100k
120,58,7,52795.61708121226,3,ANNUELLE,100k
121,59,7,53624.36592907937,3,ANNUELLE,100k
122,60,7,54531.9266851224,3,ANNUELLE,100k
123,20,8,38669.92828151963,3,ANNUELLE,100k
124,21,8,38693.2460333712,3,ANNUELLE,100k
125,22,8,38718.074850536395,3,ANNUELLE,100k
126,23,8,38745.93476002045,3,ANNUELLE,100k
127,24,8,38776.27735607193,3,ANNUELLE,100k
128,25,8,38809.97636916671,3,ANNUELLE,100k
129,26,8,38846.13361186487,3,ANNUELLE,100k
130,27,8,38886.21951736496,3,ANNUELLE,100k
131,28,8,38932.708114865854,3,ANNUELLE,100k
132,29,8,38987.17982474323,3,ANNUELLE,100k
133,30,8,39053.50025241353,3,ANNUELLE,100k
134,31,8,39136.37514159621,3,ANNUELLE,100k
135,32,8,39234.94777523633,3,ANNUELLE,100k
136,33,8,39348.77800072759,3,ANNUELLE,100k
137,34,8,39475.49964527841,3,ANNUELLE,100k
138,35,8,39619.98339593132,3,ANNUELLE,100k
139,36,8,39782.44114903171,3,ANNUELLE,100k
140,37,8,39966.41361507746,3,ANNUELLE,100k
141,38,8,40172.27660805249,3,ANNUELLE,100k
142,39,8,40398.201516319656,3,ANNUELLE,100k
143,40,8,40641.027294862724,3,ANNUELLE,100k
144,41,8,40892.67047164368,3,ANNUELLE,100k
145,42,8,41152.714681876525,3,ANNUELLE,100k
146,43,8,41416.645334502624,3,ANNUELLE,100k
147,44,8,41682.1472275583,3,ANNUELLE,100k
148,45,8,41946.32468063722,3,ANNUELLE,100k
149,46,8,42211.09092966618,3,ANNUELLE,100k
150,47,8,42481.20541261908,3,ANNUELLE,100k
151,48,8,42761.386731272025,3,ANNUELLE,100k
152,49,8,43056.72791011335,3,ANNUELLE,100k
153,50,8,43375.705545646364,3,ANNUELLE,100k
154,51,8,43723.85241864605,3,ANNUELLE,100k
155,52,8,44110.937691941836,3,ANNUELLE,100k
156,53,8,44549.65255068124,3,ANNUELLE,100k
157,54,8,45053.287628128055,3,ANNUELLE,100k
158,55,8,45639.743326792384,3,ANNUELLE,100k
159,56,8,46329.54930443777,3,ANNUELLE,100k
160,57,8,47110.086018827,3,ANNUELLE,100k
161,58,8,47983.921811631546,3,ANNUELLE,100k
162,59,8,48928.720043518595,3,ANNUELLE,100k
163,60,8,49955.739982457606,3,ANNUELLE,100k
164,20,9,34027.21202549796,3,ANNUELLE,100k
165,21,9,34053.610560439825,3,ANNUELLE,100k
166,22,9,34081.59014853288,3,ANNUELLE,100k
167,23,9,34112.73632772543,3,ANNUELLE,100k
168,24,9,34146.94658416452,3,ANNUELLE,100k
169,25,9,34185.5260566711,3,ANNUELLE,100k
170,26,9,34227.84777810208,3,ANNUELLE,100k
171,27,9,34275.3338911193,3,ANNUELLE,100k
172,28,9,34330.53820391603,3,ANNUELLE,100k
173,29,9,34395.02736314663,3,ANNUELLE,100k
174,30,9,34472.80176307962,3,ANNUELLE,100k
175,31,9,34568.70022209759,3,ANNUELLE,100k
176,32,9,34682.223007263136,3,ANNUELLE,100k
177,33,9,34813.15400540193,3,ANNUELLE,100k
178,34,9,34959.03598210717,3,ANNUELLE,100k
179,35,9,35124.63509514634,3,ANNUELLE,100k
180,36,9,35310.016781451435,3,ANNUELLE,100k
181,37,9,35518.36503360369,3,ANNUELLE,100k
182,38,9,35749.440326676166,3,ANNUELLE,100k
183,39,9,36000.8347164526,3,ANNUELLE,100k
184,40,9,36269.04056360542,3,ANNUELLE,100k
185,41,9,36545.95017388825,3,ANNUELLE,100k
186,42,9,36831.26674782778,3,ANNUELLE,100k
187,43,9,37120.99094845973,3,ANNUELLE,100k
188,44,9,37413.163877333594,3,ANNUELLE,100k
189,45,9,37705.30104854332,3,ANNUELLE,100k
190,46,9,37999.630559476245,3,ANNUELLE,100k
191,47,9,38300.91119876141,3,ANNUELLE,100k
192,48,9,38615.02358353374,3,ANNUELLE,100k
193,49,9,38949.41820961268,3,ANNUELLE,100k
194,50,9,39314.281848189705,3,ANNUELLE,100k
195,51,9,39716.586628899866,3,ANNUELLE,100k
196,52,9,40166.351184399275,3,ANNUELLE,100k
197,53,9,40677.22395591775,3,ANNUELLE,100k
198,54,9,41261.240050427674,3,ANNUELLE,100k
199,55,9,41936.16802345718,3,ANNUELLE,100k
200,56,9,42723.09670875344,3,ANNUELLE,100k
201,57,9,43608.64295369809,3,ANNUELLE,100k
202,58,9,44593.67586938047,3,ANNUELLE,100k
203,59,9,45653.93132989775,3,ANNUELLE,100k
204,60,9,46801.419048970696,3,ANNUELLE,100k
205,20,10,30343.742979407878,3,ANNUELLE,100k
206,21,10,30373.154267096455,3,ANNUELLE,100k
207,22,10,30404.32299437818,3,ANNUELLE,100k
208,23,10,30439.18602207837,3,ANNUELLE,100k
209,24,10,30478.03729276542,3,ANNUELLE,100k
210,25,10,30522.37219365048,3,ANNUELLE,100k
211,26,10,30571.569927585904,3,ANNUELLE,100k
212,27,10,30627.162511576833,3,ANNUELLE,100k
213,28,10,30691.701837330034,3,ANNUELLE,100k
214,29,10,30766.947524242267,3,ANNUELLE,100k
215,30,10,30857.081293759926,3,ANNUELLE,100k
216,31,10,30967.17303619866,3,ANNUELLE,100k
217,32,10,31096.90534556756,3,ANNUELLE,100k
218,33,10,31245.932175705144,3,ANNUELLE,100k
219,34,10,31411.851432375086,3,ANNUELLE,100k
220,35,10,31599.25260820614,3,ANNUELLE,100k
221,36,10,31807.97449353277,3,ANNUELLE,100k
222,37,10,32040.64194695565,3,ANNUELLE,100k
223,38,10,32296.4773194686,3,ANNUELLE,100k
224,39,10,32572.729412661796,3,ANNUELLE,100k
225,40,10,32865.72198761777,3,ANNUELLE,100k
226,41,10,33167.53488611014,3,ANNUELLE,100k
227,42,10,33478.21402635193,3,ANNUELLE,100k
228,43,10,33794.056746092436,3,ANNUELLE,100k
229,44,10,34113.41547078782,3,ANNUELLE,100k
230,45,10,34434.1438280426,3,ANNUELLE,100k
231,46,10,34758.553808717814,3,ANNUELLE,100k
232,47,10,35092.485300211185,3,ANNUELLE,100k
233,48,10,35443.8923934075,3,ANNUELLE,100k
234,49,10,35821.82600142478,3,ANNUELLE,100k
235,50,10,36237.71293755722,3,ANNUELLE,100k
236,51,10,36698.909506145355,3,ANNUELLE,100k
237,52,10,37216.4148742127,3,ANNUELLE,100k
238,53,10,37802.95429110475,3,ANNUELLE,100k
239,54,10,38470.73461586565,3,ANNUELLE,100k
240,55,10,39238.24419217155,3,ANNUELLE,100k
241,56,10,40125.525669694216,3,ANNUELLE,100k
242,57,10,41117.864959627324,3,ANNUELLE,100k
243,58,10,42214.11340799457,3,ANNUELLE,100k
244,59,10,43391.00731010124,3,ANNUELLE,100k
245,60,10,44661.35325270411,3,ANNUELLE,100k
246,20,11,27357.966122264523,3,ANNUELLE,100k
247,21,11,27390.442094854287,3,ANNUELLE,100k
248,22,11,27425.186653907538,3,ANNUELLE,100k
249,23,11,27464.46220982502,3,ANNUELLE,100k
250,24,11,27508.74881093705,3,ANNUELLE,100k
251,25,11,27559.52164500224,3,ANNUELLE,100k
252,26,11,27616.289785630164,3,ANNUELLE,100k
253,27,11,27680.621457682228,3,ANNUELLE,100k
254,28,11,27755.2436140087,3,ANNUELLE,100k
255,29,11,27842.13752969864,3,ANNUELLE,100k
256,30,11,27945.743745542197,3,ANNUELLE,100k
257,31,11,28071.225230122418,3,ANNUELLE,100k
258,32,11,28218.152082263176,3,ANNUELLE,100k
259,33,11,28386.180132219448,3,ANNUELLE,100k
260,34,11,28572.87162197351,3,ANNUELLE,100k
261,35,11,28782.571859887154,3,ANNUELLE,100k
262,36,11,29014.694001305885,3,ANNUELLE,100k
263,37,11,29271.363660008486,3,ANNUELLE,100k
264,38,11,29551.46588375789,3,ANNUELLE,100k
265,39,11,29852.061838809448,3,ANNUELLE,100k
266,40,11,30169.52326921417,3,ANNUELLE,100k
267,41,11,30496.295245141573,3,ANNUELLE,100k
268,42,11,30832.60784785433,3,ANNUELLE,100k
269,43,11,31175.028220931847,3,ANNUELLE,100k
270,44,11,31522.17138417231,3,ANNUELLE,100k
271,45,11,31872.023532013354,3,ANNUELLE,100k
272,46,11,32227.92464825211,3,ANNUELLE,100k
273,47,11,32597.575268021952,3,ANNUELLE,100k
274,48,11,32990.406771335496,3,ANNUELLE,100k
275,49,11,33416.644406736516,3,ANNUELLE,100k
276,50,11,33888.10304508495,3,ANNUELLE,100k
277,51,11,34413.096433513325,3,ANNUELLE,100k
278,52,11,35001.968067391776,3,ANNUELLE,100k
279,53,11,35667.71988200765,3,ANNUELLE,100k
280,54,11,36423.370347463446,3,ANNUELLE,100k
281,55,11,37286.709434122145,3,ANNUELLE,100k
282,56,11,38276.30104084688,3,ANNUELLE,100k
283,57,11,39375.79250176091,3,ANNUELLE,100k
284,58,11,40584.59731606522,3,ANNUELLE,100k
285,59,11,41880.402674896824,3,ANNUELLE,100k
286,60,11,43276.942226094514,3,ANNUELLE,100k
287,20,12,24895.595636616406,3,ANNUELLE,100k
288,21,12,24931.491832525957,3,ANNUELLE,100k
289,22,12,24970.44340978424,3,ANNUELLE,100k
290,23,12,25014.85931208967,3,ANNUELLE,100k
291,24,12,25065.225240420998,3,ANNUELLE,100k
292,25,12,25123.1062276623,3,ANNUELLE,100k
293,26,12,25188.075287886095,3,ANNUELLE,100k
294,27,12,25261.88583613253,3,ANNUELLE,100k
295,28,12,25347.467018144176,3,ANNUELLE,100k
296,29,12,25447.084040874313,3,ANNUELLE,100k
297,30,12,25565.303058404792,3,ANNUELLE,100k
298,31,12,25707.139203845167,3,ANNUELLE,100k
299,32,12,25872.16130858113,3,ANNUELLE,100k
300,33,12,26059.95728983331,3,ANNUELLE,100k
301,34,12,26267.967714070055,3,ANNUELLE,100k
302,35,12,26500.1225216235,3,ANNUELLE,100k
303,36,12,26755.441446137935,3,ANNUELLE,100k
304,37,12,27035.723580228798,3,ANNUELLE,100k
305,38,12,27339.653991602765,3,ANNUELLE,100k
306,39,12,27664.304208444697,3,ANNUELLE,100k
307,40,12,28006.272888837368,3,ANNUELLE,100k
308,41,12,28358.22497670359,3,ANNUELLE,100k
309,42,12,28720.572047485,3,ANNUELLE,100k
310,43,12,29090.11194860643,3,ANNUELLE,100k
311,44,12,29465.55499221939,3,ANNUELLE,100k
312,45,12,29845.85626727946,3,ANNUELLE,100k
313,46,12,30236.056393729,3,ANNUELLE,100k
314,47,12,30645.233935387598,3,ANNUELLE,100k
315,48,12,31083.91479327627,3,ANNUELLE,100k
316,49,12,31562.778009693047,3,ANNUELLE,100k
317,50,12,32094.504470861993,3,ANNUELLE,100k
318,51,12,32686.930836272142,3,ANNUELLE,100k
319,52,12,33350.76786682171,3,ANNUELLE,100k
320,53,12,34099.80893906014,3,ANNUELLE,100k
321,54,12,34946.62238648,3,ANNUELLE,100k
322,55,12,35907.835876066674,3,ANNUELLE,100k
323,56,12,37000.361021667864,3,ANNUELLE,100k
324,57,12,38208.388447183424,3,ANNUELLE,100k
325,58,12,39531.95373713305,3,ANNUELLE,100k
326,59,12,40949.73234960701,3,ANNUELLE,100k
327,60,12,42476.18024414344,3,ANNUELLE,100k
328,20,13,22836.246089602282,3,ANNUELLE,100k
329,21,13,22876.142628104193,3,ANNUELLE,100k
330,22,13,22919.971088812592,3,ANNUELLE,100k
331,23,13,22970.13559021073,3,ANNUELLE,100k
332,24,13,23027.218854449908,3,ANNUELLE,100k
333,25,13,23092.82496201911,3,ANNUELLE,100k
334,26,13,23166.71876884404,3,ANNUELLE,100k
335,27,13,23250.86047728202,3,ANNUELLE,100k
336,28,13,23348.440389158925,3,ANNUELLE,100k
337,29,13,23461.8797444133,3,ANNUELLE,100k
338,30,13,23595.653342256363,3,ANNUELLE,100k
339,31,13,23754.73150680838,3,ANNUELLE,100k
340,32,13,23938.620960237513,3,ANNUELLE,100k
341,33,13,24146.76890896026,3,ANNUELLE,100k
342,34,13,24376.322735700975,3,ANNUELLE,100k
343,35,13,24630.82649092131,3,ANNUELLE,100k
344,36,13,24909.044803045952,3,ANNUELLE,100k
345,37,13,25212.571907342168,3,ANNUELLE,100k
346,38,13,25540.074285523897,3,ANNUELLE,100k
347,39,13,25888.79737069764,3,ANNUELLE,100k
348,40,13,26255.46001007506,3,ANNUELLE,100k
349,41,13,26632.93815520979,3,ANNUELLE,100k
350,42,13,27021.802723168992,3,ANNUELLE,100k
351,43,13,27418.938537190195,3,ANNUELLE,100k
352,44,13,27823.912217405334,3,ANNUELLE,100k
353,45,13,28237.236466209662,3,ANNUELLE,100k
354,46,13,28665.25172287433,3,ANNUELLE,100k
355,47,13,29118.066827904346,3,ANNUELLE,100k
356,48,13,29606.68798287806,3,ANNUELLE,100k
357,49,13,30142.63914575815,3,ANNUELLE,100k
358,50,13,30738.210536121456,3,ANNUELLE,100k
359,51,13,31401.651623282203,3,ANNUELLE,100k
360,52,13,32144.4572217334,3,ANNUELLE,100k
361,53,13,32980.098730006604,3,ANNUELLE,100k
362,54,13,33920.22146104031,3,ANNUELLE,100k
363,55,13,34980.10977040547,3,ANNUELLE,100k
364,56,13,36176.99158582849,3,ANNUELLE,100k
365,57,13,37495.63987976094,3,ANNUELLE,100k
366,58,13,38936.82194200002,3,ANNUELLE,100k
367,59,13,40479.95807022099,3,ANNUELLE,100k
368,60,13,42140.069082861184,3,ANNUELLE,100k
369,20,14,21138.707856162655,3,ANNUELLE,100k
370,21,14,21187.986915143967,3,ANNUELLE,100k
371,22,14,21244.507135382573,3,ANNUELLE,100k
372,23,14,21308.902846473025,3,ANNUELLE,100k
373,24,14,21382.93528859599,3,ANNUELLE,100k
374,25,14,21466.578777183662,3,ANNUELLE,100k
375,26,14,21562.052782898296,3,ANNUELLE,100k
376,27,14,21672.693069282494,3,ANNUELLE,100k
377,28,14,21800.879613279212,3,ANNUELLE,100k
378,29,14,21951.07837475641,3,ANNUELLE,100k
379,30,14,22128.167487111103,3,ANNUELLE,100k
380,31,14,22331.524159642104,3,ANNUELLE,100k
381,32,14,22560.304909991206,3,ANNUELLE,100k
382,33,14,22811.373136410537,3,ANNUELLE,100k
383,34,14,23088.01208472094,3,ANNUELLE,100k
384,35,14,23388.83003240782,3,ANNUELLE,100k
385,36,14,23715.38261960315,3,ANNUELLE,100k
386,37,14,24066.467649337857,3,ANNUELLE,100k
387,38,14,24439.41644057599,3,ANNUELLE,100k
388,39,14,24831.07665876518,3,ANNUELLE,100k
389,40,14,25234.507347185034,3,ANNUELLE,100k
390,41,14,25650.321832868896,3,ANNUELLE,100k
391,42,14,26076.183599318516,3,ANNUELLE,100k
392,43,14,26513.046219875374,3,ANNUELLE,100k
393,44,14,26962.642964930223,3,ANNUELLE,100k
394,45,14,27432.294263840413,3,ANNUELLE,100k
395,46,14,27932.607945210188,3,ANNUELLE,100k
396,47,14,28475.398839428293,3,ANNUELLE,100k
397,48,14,29071.912240763522,3,ANNUELLE,100k
398,49,14,29734.842584995593,3,ANNUELLE,100k
399,50,14,30473.19744824023,3,ANNUELLE,100k
400,51,14,31298.259764167236,3,ANNUELLE,100k
401,52,14,32222.723832861368,3,ANNUELLE,100k
402,53,14,33257.12951872776,3,ANNUELLE,100k
403,54,14,34417.12453899471,3,ANNUELLE,100k
404,55,14,35720.35443315158,3,ANNUELLE,100k
405,56,14,37152.25736220234,3,ANNUELLE,100k
406,57,14,38714.17644546109,3,ANNUELLE,100k
407,58,14,40386.08309019502,3,ANNUELLE,100k
408,59,14,42183.71936982151,3,ANNUELLE,100k
409,60,14,44087.846385214725,3,ANNUELLE,100k
410,20,15,19656.37096599039,3,ANNUELLE,100k
411,21,15,19711.677204331976,3,ANNUELLE,100k
412,22,15,19775.125757444508,3,ANNUELLE,100k
413,23,15,19847.507239452963,3,ANNUELLE,100k
414,24,15,19930.760137602352,3,ANNUELLE,100k
415,25,15,20025.115396832854,3,ANNUELLE,100k
416,26,15,20132.943894870128,3,ANNUELLE,100k
417,27,15,20257.551588700982,3,ANNUELLE,100k
418,28,15,20401.343431835583,3,ANNUELLE,100k
419,29,15,20568.728800314548,3,ANNUELLE,100k
420,30,15,20764.436323071663,3,ANNUELLE,100k
421,31,15,20987.577316426185,3,ANNUELLE,100k
422,32,15,21237.027420414248,3,ANNUELLE,100k
423,33,15,21509.46516121991,3,ANNUELLE,100k
424,34,15,21808.004298388885,3,ANNUELLE,100k
425,35,15,22131.2415124618,3,ANNUELLE,100k
426,36,15,22480.831401263968,3,ANNUELLE,100k
427,37,15,22855.62956697181,3,ANNUELLE,100k
428,38,15,23253.066521464007,3,ANNUELLE,100k
429,39,15,23670.1047258616,3,ANNUELLE,100k
430,40,15,24099.875718759,3,ANNUELLE,100k
431,41,15,24543.6737983282,3,ANNUELLE,100k
432,42,15,25000.41869618609,3,ANNUELLE,100k
433,43,15,25472.172399331685,3,ANNUELLE,100k
434,44,15,25961.594254618256,3,ANNUELLE,100k
435,45,15,26476.518569045795,3,ANNUELLE,100k
436,46,15,27028.33036071017,3,ANNUELLE,100k
437,47,15,27628.64400021885,3,ANNUELLE,100k
438,48,15,28289.13227771232,3,ANNUELLE,100k
439,49,15,29023.192835012298,3,ANNUELLE,100k
440,50,15,29839.69616762428,3,ANNUELLE,100k
441,51,15,30749.27485058935,3,ANNUELLE,100k
442,52,15,31763.67766374319,3,ANNUELLE,100k
443,53,15,32893.83325501822,3,ANNUELLE,100k
444,54,15,34155.82973744242,3,ANNUELLE,100k
445,55,15,35567.8577616063,3,ANNUELLE,100k
446,56,15,37115.86776257166,3,ANNUELLE,100k
447,57,15,38801.653916788135,3,ANNUELLE,100k
448,58,15,40605.83043176245,3,ANNUELLE,100k
449,59,15,42545.13006109765,3,ANNUELLE,100k
450,60,15,44601.60577500475,3,ANNUELLE,100k
451,20,16,18382.105142499076,3,ANNUELLE,100k
452,21,16,18443.987668666945,3,ANNUELLE,100k
453,22,16,18515.01036500091,3,ANNUELLE,100k
454,23,16,18596.137856145426,3,ANNUELLE,100k
455,24,16,18689.53311959217,3,ANNUELLE,100k
456,25,16,18795.583036270953,3,ANNUELLE,100k
457,26,16,18916.65084942354,3,ANNUELLE,100k
458,27,16,19056.070485253094,3,ANNUELLE,100k
459,28,16,19216.223926762403,3,ANNUELLE,100k
460,29,16,19401.406087818355,3,ANNUELLE,100k
461,30,16,19616.075848125052,3,ANNUELLE,100k
462,31,16,19859.085609162867,3,ANNUELLE,100k
463,32,16,20129.12134273356,3,ANNUELLE,100k
464,33,16,20422.74914227488,3,ANNUELLE,100k
465,34,16,20743.048868371057,3,ANNUELLE,100k
466,35,16,21088.725458661414,3,ANNUELLE,100k
467,36,16,21461.470178971675,3,ANNUELLE,100k
468,37,16,21860.213004175184,3,ANNUELLE,100k
469,38,16,22282.473821627413,3,ANNUELLE,100k
470,39,16,22725.23988284975,3,ANNUELLE,100k
471,40,16,23182.294551109313,3,ANNUELLE,100k
472,41,16,23656.050860717667,3,ANNUELLE,100k
473,42,16,24146.44944481589,3,ANNUELLE,100k
474,43,16,24656.395657225617,3,ANNUELLE,100k
475,44,16,25189.06313052694,3,ANNUELLE,100k
476,45,16,25753.036649753725,3,ANNUELLE,100k
477,46,16,26359.565638892258,3,ANNUELLE,100k
478,47,16,27020.69856376298,3,ANNUELLE,100k
479,48,16,27748.78903775791,3,ANNUELLE,100k
480,49,16,28557.136060693752,3,ANNUELLE,100k
481,50,16,29454.054817778524,3,ANNUELLE,100k
482,51,16,30449.368680243286,3,ANNUELLE,100k
483,52,16,31555.21018680914,3,ANNUELLE,100k
484,53,16,32782.95349874029,3,ANNUELLE,100k
485,54,16,34149.22965148625,3,ANNUELLE,100k
486,55,16,35672.681285408544,3,ANNUELLE,100k
487,56,16,37339.6464891573,3,ANNUELLE,100k
488,57,16,39152.49161795208,3,ANNUELLE,100k
489,58,16,41092.67443800191,3,ANNUELLE,100k
490,59,16,43178.16114242886,3,ANNUELLE,100k
491,60,16,45392.2736256365,3,ANNUELLE,100k
492,20,17,17280.00097919175,3,ANNUELLE,100k
493,21,17,17349.07795162434,3,ANNUELLE,100k
494,22,17,17428.402335763472,3,ANNUELLE,100k
495,23,17,17519.156274699017,3,ANNUELLE,100k
496,24,17,17623.636896351883,3,ANNUELLE,100k
497,25,17,17742.241895575953,3,ANNUELLE,100k
498,26,17,17877.375988161286,3,ANNUELLE,100k
499,27,17,18032.356996761457,3,ANNUELLE,100k
500,28,17,18209.485791503375,3,ANNUELLE,100k
501,29,17,18412.828796127014,3,ANNUELLE,100k
502,30,17,18646.583747658966,3,ANNUELLE,100k
503,31,17,18909.42577537172,3,ANNUELLE,100k
504,32,17,19199.918860372156,3,ANNUELLE,100k
505,33,17,19514.6335018976,3,ANNUELLE,100k
506,34,17,19856.72791208223,3,ANNUELLE,100k
507,35,17,20224.95629799299,3,ANNUELLE,100k
508,36,17,20621.065257890583,3,ANNUELLE,100k
509,37,17,21044.052666828313,3,ANNUELLE,100k
510,38,17,21491.44920744056,3,ANNUELLE,100k
511,39,17,21960.807357022233,3,ANNUELLE,100k
512,40,17,22446.95488947646,3,ANNUELLE,100k
513,41,17,22953.22753019678,3,ANNUELLE,100k
514,42,17,23480.344447923897,3,ANNUELLE,100k
515,43,17,24031.694063026058,3,ANNUELLE,100k
516,44,17,24611.16762532152,3,ANNUELLE,100k
