,age,duree_paiement,montant,duree_rente,type_prime,produit
21499,39,13,391138.3399855227,5,ANNUELLE,1M
21500,40,13,395065.59806476964,5,ANNUELLE,1M
21501,41,13,399108.6677091396,5,ANNUELLE,1M
21502,42,13,403273.6685946374,5,ANNUELLE,1M
21503,43,13,407527.1418827467,5,ANNUELLE,1M
21504,44,13,411863.85425307177,5,ANNUELLE,1M
21505,45,13,416289.0458915536,5,ANNUELLE,1M
21506,46,13,420870.2019095937,5,ANNUELLE,1M
21507,47,13,425715.90773518337,5,ANNUELLE,1M
21508,48,13,430943.82121910236,5,ANNUELLE,1M
21509,49,13,436677.7500852045,5,ANNUELLE,1M
21510,50,13,443049.7538012763,5,ANNUELLE,1M
21511,51,13,450147.93285283446,5,ANNUELLE,1M
21512,52,13,458095.8582568838,5,ANNUELLE,1M
21513,53,13,467038.1763239415,5,ANNUELLE,1M
21514,54,13,477100.6305828992,5,ANNUELLE,1M
21515,55,13,488447.24723649037,5,ANNUELLE,1M
21516,56,13,501262.94788131723,5,ANNUELLE,1M
21517,57,13,515384.17421269044,5,ANNUELLE,1M
21518,58,13,530819.0653059428,5,ANNUELLE,1M
21519,59,13,547346.6575074551,5,ANNUELLE,1M
21520,60,13,565128.1267366305,5,ANNUELLE,1M
21521,20,14,330110.6918744996,5,ANNUELLE,1M
21522,21,14,330635.05852224946,5,ANNUELLE,1M
21523,22,14,331236.47365508653,5,ANNUELLE,1M
21524,23,14,331921.6687652901,5,ANNUELLE,1M
21525,24,14,332709.39267013595,5,ANNUELLE,1M
21526,25,14,333599.312514096,5,ANNUELLE,1M
21527,26,14,334615.02299370733,5,ANNUELLE,1M
21528,27,14,335792.173049841,5,ANNUELLE,1M
21529,28,14,337156.1522278858,5,ANNUELLE,1M
21530,29,14,338754.6649050184,5,ANNUELLE,1M
21531,30,14,340639.81564336363,5,ANNUELLE,1M
21532,31,14,342805.0329834294,5,ANNUELLE,1M
21533,32,14,345241.41128479235,5,ANNUELLE,1M
21534,33,14,347915.53647204133,5,ANNUELLE,1M
21535,34,14,350862.5220960095,5,ANNUELLE,1M
21536,35,14,354067.5532167526,5,ANNUELLE,1M
21537,36,14,357547.20282748085,5,ANNUELLE,1M
21538,37,14,361288.61672885454,5,ANNUELLE,1M
21539,38,14,365263.29071794974,5,ANNUELLE,1M
21540,39,14,369437.51629178453,5,ANNUELLE,1M
21541,40,14,373737.1699580306,5,ANNUELLE,1M
21542,41,14,378168.78881903103,5,ANNUELLE,1M
21543,42,14,382706.9379026095,5,ANNUELLE,1M
21544,43,14,387361.5792298816,5,ANNUELLE,1M
21545,44,14,392150.73242697667,5,ANNUELLE,1M
21546,45,14,397152.615754112,5,ANNUELLE,1M
21547,46,14,402480.0814107056,5,ANNUELLE,1M
21548,47,14,408259.36522340914,5,ANNUELLE,1M
21549,48,14,414610.64314964024,5,ANNUELLE,1M
21550,49,14,421669.0830145772,5,ANNUELLE,1M
21551,50,14,429531.0105504273,5,ANNUELLE,1M
21552,51,14,438316.9277633742,5,ANNUELLE,1M
21553,52,14,448162.9939785522,5,ANNUELLE,1M
21554,53,14,459181.7082116086,5,ANNUELLE,1M
21555,54,14,471540.1378955083,5,ANNUELLE,1M
21556,55,14,485426.64492137614,5,ANNUELLE,1M
21557,56,14,500685.6630346383,5,ANNUELLE,1M
21558,57,14,517331.5254800605,5,ANNUELLE,1M
21559,58,14,535150.3019553672,5,ANNUELLE,1M
21560,59,14,554309.9811591017,5,ANNUELLE,1M
21561,60,14,574604.8935829244,5,ANNUELLE,1M
21562,20,15,305421.522173546,5,ANNUELLE,1M
21563,21,15,306007.48215179535,5,ANNUELLE,1M
21564,22,15,306679.7056744523,5,ANNUELLE,1M
21565,23,15,307446.54468053713,5,ANNUELLE,1M
21566,24,15,308328.5526568066,5,ANNUELLE,1M
21567,25,15,309328.092779917,5,ANNUELLE,1M
21568,26,15,310470.3846352958,5,ANNUELLE,1M
21569,27,15,311790.5421570183,5,ANNUELLE,1M
21570,28,15,313314.13492954813,5,ANNUELLE,1M
21571,29,15,315088.03499013395,5,ANNUELLE,1M
21572,30,15,317162.56769982073,5,ANNUELLE,1M
21573,31,15,319528.37468148104,5,ANNUELLE,1M
21574,32,15,322173.5765401447,5,ANNUELLE,1M
21575,33,15,325062.9140753519,5,ANNUELLE,1M
21576,34,15,328229.52241647395,5,ANNUELLE,1M
21577,35,15,331658.4526559624,5,ANNUELLE,1M
21578,36,15,335367.2779153763,5,ANNUELLE,1M
21579,37,15,339343.8320359108,5,ANNUELLE,1M
21580,38,15,343560.7693553901,5,ANNUELLE,1M
21581,39,15,347985.80806934193,5,ANNUELLE,1M
21582,40,15,352545.93672966154,5,ANNUELLE,1M
21583,41,15,357254.50495468936,5,ANNUELLE,1M
21584,42,15,362099.84472169366,5,ANNUELLE,1M
21585,43,15,367103.4583282078,5,ANNUELLE,1M
21586,44,15,372293.64519756305,5,ANNUELLE,1M
21587,45,15,377753.3070373688,5,ANNUELLE,1M
21588,46,15,383603.5009184101,5,ANNUELLE,1M
21589,47,15,389967.74099149497,5,ANNUELLE,1M
21590,48,15,396969.7548017355,5,ANNUELLE,1M
21591,49,15,404752.05152823613,5,ANNUELLE,1M
21592,50,15,413408.9204545807,5,ANNUELLE,1M
21593,51,15,423053.8720247189,5,ANNUELLE,1M
21594,52,15,433811.73179477704,5,ANNUELLE,1M
21595,53,15,445798.6257059628,5,ANNUELLE,1M
21596,54,15,459185.48379273526,5,ANNUELLE,1M
21597,55,15,474165.6101357534,5,ANNUELLE,1M
21598,56,15,490589.67857954785,5,ANNUELLE,1M
21599,57,15,508476.73899491684,5,ANNUELLE,1M
21600,58,15,527620.6499427075,5,ANNUELLE,1M
21601,59,15,548199.0942740868,5,ANNUELLE,1M
21602,60,15,570021.089212721,5,ANNUELLE,1M
21603,20,16,284070.19163111056,5,ANNUELLE,1M
21604,21,16,284723.2802076883,5,ANNUELLE,1M
21605,22,16,285472.8214273324,5,ANNUELLE,1M
21606,23,16,286328.9808539768,5,ANNUELLE,1M
21607,24,16,287314.5736134729,5,ANNUELLE,1M
21608,25,16,288433.7100673087,5,ANNUELLE,1M
21609,26,16,289711.3801534214,5,ANNUELLE,1M
21610,27,16,291182.8757641725,5,ANNUELLE,1M
21611,28,16,292873.41017138475,5,ANNUELLE,1M
21612,29,16,294828.49436694756,5,ANNUELLE,1M
21613,30,16,297095.3969697923,5,ANNUELLE,1M
21614,31,16,299662.03339272237,5,ANNUELLE,1M
21615,32,16,302514.53587987425,5,ANNUELLE,1M
21616,33,16,305616.5914327363,5,ANNUELLE,1M
21617,34,16,309000.77058210317,5,ANNUELLE,1M
21618,35,16,312653.3541141245,5,ANNUELLE,1M
21619,36,16,316592.24154152157,5,ANNUELLE,1M
21620,37,16,320806.0797734142,5,ANNUELLE,1M
21621,38,16,325268.62438811176,5,ANNUELLE,1M
21622,39,16,329947.98619069136,5,ANNUELLE,1M
21623,40,16,334778.02032194013,5,ANNUELLE,1M
21624,41,16,339784.1097439106,5,ANNUELLE,1M
21625,42,16,344965.27325157734,5,ANNUELLE,1M
21626,43,16,350352.2895463356,5,ANNUELLE,1M
21627,44,16,355978.43235454924,5,ANNUELLE,1M
21628,45,16,361934.5992905734,5,ANNUELLE,1M
21629,46,16,368339.9076136285,5,ANNUELLE,1M
21630,47,16,375321.58610380284,5,ANNUELLE,1M
21631,48,16,383010.4738911188,5,ANNUELLE,1M
21632,49,16,391547.3335695417,5,ANNUELLE,1M
21633,50,16,401020.59518814314,5,ANNUELLE,1M
21634,51,16,411534.185712141,5,ANNUELLE,1M
21635,52,16,423216.4890690374,5,ANNUELLE,1M
21636,53,16,436187.8303800997,5,ANNUELLE,1M
21637,54,16,450624.1972620239,5,ANNUELLE,1M
21638,55,16,466722.9294010635,5,ANNUELLE,1M
21639,56,16,484339.41586371197,5,ANNUELLE,1M
21640,57,16,503498.6458665873,5,ANNUELLE,1M
21641,58,16,524004.2208087365,5,ANNUELLE,1M
21642,59,16,546046.13182003,5,ANNUELLE,1M
21643,60,16,569447.7014325829,5,ANNUELLE,1M
21644,20,17,265475.85582873906,5,ANNUELLE,1M
21645,21,17,266202.3080551145,5,ANNUELLE,1M
21646,22,17,267036.5197409086,5,ANNUELLE,1M
21647,23,17,267990.88710370264,5,ANNUELLE,1M
21648,24,17,269089.6451577756,5,ANNUELLE,1M
21649,25,17,270336.96580227284,5,ANNUELLE,1M
21650,26,17,271758.207163799,5,ANNUELLE,1M
21651,27,17,273388.3537094808,5,ANNUELLE,1M
21652,28,17,275251.7089278354,5,ANNUELLE,1M
21653,29,17,277391.2120032731,5,ANNUELLE,1M
21654,30,17,279851.1799030652,5,ANNUELLE,1M
21655,31,17,282617.67838721455,5,ANNUELLE,1M
21656,32,17,285675.5959774024,5,ANNUELLE,1M
21657,33,17,288988.7449193776,5,ANNUELLE,1M
21658,34,17,292590.4177931251,5,ANNUELLE,1M
21659,35,17,296467.4763728724,5,ANNUELLE,1M
21660,36,17,300638.3149648679,5,ANNUELLE,1M
21661,37,17,305092.37378697295,5,ANNUELLE,1M
21662,38,17,309803.61650846904,5,ANNUELLE,1M
21663,39,17,314745.94350697915,5,ANNUELLE,1M
21664,40,17,319864.68055936246,5,ANNUELLE,1M
21665,41,17,325194.69966965704,5,ANNUELLE,1M
21666,42,17,330743.60658080084,5,ANNUELLE,1M
21667,43,17,336546.85793592327,5,ANNUELLE,1M
21668,44,17,342645.5091004763,5,ANNUELLE,1M
21669,45,17,349129.2646974925,5,ANNUELLE,1M
21670,46,17,356121.0990664464,5,ANNUELLE,1M
21671,47,17,363755.0016112008,5,ANNUELLE,1M
21672,48,17,372160.71454297507,5,ANNUELLE,1M
21673,49,17,381473.6642556947,5,ANNUELLE,1M
21674,50,17,391774.0684902912,5,ANNUELLE,1M
21675,51,17,403169.4728419429,5,ANNUELLE,1M
21676,52,17,415792.311562767,5,ANNUELLE,1M
21677,53,17,429768.03248701076,5,ANNUELLE,1M
21678,54,17,445276.7386133884,5,ANNUELLE,1M
21679,55,17,462518.9975540617,5,ANNUELLE,1M
21680,56,17,481355.820600686,5,ANNUELLE,1M
21681,57,17,501820.35241145466,5,ANNUELLE,1M
21682,58,17,523727.7456624083,5,ANNUELLE,1M
21683,59,17,547280.6107152919,5,ANNUELLE,1M
21684,60,17,572316.1173582266,5,ANNUELLE,1M
21685,20,18,249188.06377585445,5,ANNUELLE,1M
21686,21,18,249994.9092802971,5,ANNUELLE,1M
21687,22,18,250922.28484662037,5,ANNUELLE,1M
21688,23,18,251984.02372822288,5,ANNUELLE,1M
21689,24,18,253204.2923672455,5,ANNUELLE,1M
21690,25,18,254587.82542910258,5,ANNUELLE,1M
21691,26,18,256159.88373598296,5,ANNUELLE,1M
21692,27,18,257954.6228528557,5,ANNUELLE,1M
21693,28,18,259994.27798943783,5,ANNUELLE,1M
21694,29,18,262319.2638876727,5,ANNUELLE,1M
21695,30,18,264971.7880013875,5,ANNUELLE,1M
21696,31,18,267936.73488308105,5,ANNUELLE,1M
21697,32,18,271198.8666999042,5,ANNUELLE,1M
21698,33,18,274723.19490968715,5,ANNUELLE,1M
21699,34,18,278543.2053869248,5,ANNUELLE,1M
21700,35,18,282646.4633991996,5,ANNUELLE,1M
21701,36,18,287051.8707133379,5,ANNUELLE,1M
21702,37,18,291748.888395311,5,ANNUELLE,1M
21703,38,18,296716.69637779775,5,ANNUELLE,1M
21704,39,18,301939.2276440897,5,ANNUELLE,1M
21705,40,18,307371.0249462502,5,ANNUELLE,1M
21706,41,18,313054.5605966382,5,ANNUELLE,1M
21707,42,18,319001.98268523713,5,ANNUELLE,1M
21708,43,18,325255.89953743905,5,ANNUELLE,1M
21709,44,18,331856.7798301528,5,ANNUELLE,1M
21710,45,18,338898.3654291937,5,ANNUELLE,1M
21711,46,18,346510.1035684757,5,ANNUELLE,1M
21712,47,18,354825.31188903993,5,ANNUELLE,1M
21713,48,18,363969.17969405174,5,ANNUELLE,1M
21714,49,18,374069.7453213373,5,ANNUELLE,1M
21715,50,18,385210.80833251856,5,ANNUELLE,1M
21716,51,18,397503.9160329417,5,ANNUELLE,1M
21717,52,18,411086.3552088673,5,ANNUELLE,1M
21718,53,18,426087.7101695191,5,ANNUELLE,1M
21719,54,18,442691.36892490543,5,ANNUELLE,1M
21720,55,18,461102.42229806737,5,ANNUELLE,1M
21721,56,18,481189.33587061847,5,ANNUELLE,1M
21722,57,18,502995.4276351757,5,ANNUELLE,1M
21723,58,18,526347.196492081,5,ANNUELLE,1M
21724,59,18,551460.0366376289,5,ANNUELLE,1M
21725,60,18,578189.432559808,5,ANNUELLE,1M
21726,20,19,234852.64223206547,5,ANNUELLE,1M
21727,21,19,235747.98946695367,5,ANNUELLE,1M
21728,22,19,236777.2947735751,5,ANNUELLE,1M
21729,23,19,237954.4702396713,5,ANNUELLE,1M
21730,24,19,239304.08066007012,5,ANNUELLE,1M
21731,25,19,240830.97414415842,5,ANNUELLE,1M
21732,26,19,242559.80225262386,5,ANNUELLE,1M
21733,27,19,244522.82226524813,5,ANNUELLE,1M
21734,28,19,246740.19380321485,5,ANNUELLE,1M
21735,29,19,249250.53832977824,5,ANNUELLE,1M
21736,30,19,252094.6061085392,5,ANNUELLE,1M
21737,31,19,255257.1314369603,5,ANNUELLE,1M
21738,32,19,258723.75852606673,5,ANNUELLE,1M
21739,33,19,262460.14631058514,5,ANNUELLE,1M
21740,34,19,266500.1403152641,5,ANNUELLE,1M
21741,35,19,270831.9814872459,5,ANNUELLE,1M
21742,36,19,275474.41066763864,5,ANNUELLE,1M
21743,37,19,280421.57409368886,5,ANNUELLE,1M
21744,38,19,285661.739881099,5,ANNUELLE,1M
21745,39,19,291186.99632886914,5,ANNUELLE,1M
21746,40,19,296959.27559421386,5,ANNUELLE,1M
21747,41,19,303025.1281553607,5,ANNUELLE,1M
21748,42,19,309403.4126331133,5,ANNUELLE,1M
21749,43,19,316136.3018326911,5,ANNUELLE,1M
21750,44,19,323268.4190549023,5,ANNUELLE,1M
21751,45,19,330899.7829978598,5,ANNUELLE,1M
21752,46,19,339159.54247670795,5,ANNUELLE,1M
21753,47,19,348177.04650647606,5,ANNUELLE,1M
21754,48,19,358071.05900794914,5,ANNUELLE,1M
21755,49,19,368972.90856347047,5,ANNUELLE,1M
21756,50,19,380970.2773893162,5,ANNUELLE,1M
21757,51,19,394179.3777826978,5,ANNUELLE,1M
21758,52,19,408741.41930632154,5,ANNUELLE,1M
21759,53,19,424789.2579673171,5,ANNUELLE,1M
21760,54,19,442510.6525117159,5,ANNUELLE,1M
21761,55,19,462117.29374385136,5,ANNUELLE,1M
21762,56,19,483486.7728493673,5,ANNUELLE,1M
21763,57,19,506672.7144082923,5,ANNUELLE,1M
21764,58,19,531512.696756518,5,ANNUELLE,1M
21765,59,19,558239.4284312399,5,ANNUELLE,1M
21766,60,19,586731.6171389131,5,ANNUELLE,1M
21767,20,20,222188.0124733821,5,ANNUELLE,1M
21768,21,20,223180.23989109337,5,ANNUELLE,1M
21769,22,20,224319.2598844958,5,ANNUELLE,1M
21770,23,20,225619.46976643783,5,ANNUELLE,1M
21771,24,20,227105.43797612,5,ANNUELLE,1M
21772,25,20,228781.62286756473,5,ANNUELLE,1M
21773,26,20,230671.05880097914,5,ANNUELLE,1M
21774,27,20,232804.0872904199,5,ANNUELLE,1M
21775,28,20,235199.4215302547,5,ANNUELLE,1M
21776,29,20,237894.45825804127,5,ANNUELLE,1M
21777,30,20,240929.48703720985,5,ANNUELLE,1M
21778,31,20,244290.01619278773,5,ANNUELLE,1M
21779,32,20,247962.0992359838,5,ANNUELLE,1M
21780,33,20,251912.13839643874,5,ANNUELLE,1M
21781,34,20,256174.34889531325,5,ANNUELLE,1M
21782,35,20,260737.00988517355,5,ANNUELLE,1M
21783,36,20,265623.0593909606,5,ANNUELLE,1M
21784,37,20,270834.87949684,5,ANNUELLE,1M
21785,38,20,276368.2131644505,5,ANNUELLE,1M
21786,39,20,282221.65568750305,5,ANNUELLE,1M
21787,40,20,288361.34224160074,5,ANNUELLE,1M
21788,41,20,294839.8632644719,5,ANNUELLE,1M
21789,42,20,301675.8565091706,5,ANNUELLE,1M
21790,43,20,308915.4369741392,5,ANNUELLE,1M
21791,44,20,316609.3043710331,5,ANNUELLE,1M
21792,45,20,324857.5410581597,5,ANNUELLE,1M
21793,46,20,333785.84911068,5,ANNUELLE,1M
21794,47,20,343517.9111736112,5,ANNUELLE,1M
21795,48,20,354175.71508125495,5,ANNUELLE,1M
21796,49,20,365894.1818216763,5,ANNUELLE,1M
21797,50,20,378765.42903241666,5,ANNUELLE,1M
21798,51,20,392909.42315018794,5,ANNUELLE,1M
21799,52,20,408470.4830741499,5,ANNUELLE,1M
21800,53,20,425585.62576075026,5,ANNUELLE,1M
21801,54,20,444448.796301774,5,ANNUELLE,1M
21802,55,20,465280.1652937563,5,ANNUELLE,1M
21803,56,20,487966.4149048192,5,ANNUELLE,1M
21804,57,20,512571.5253719897,5,ANNUELLE,1M
21805,58,20,538947.8840973675,5,ANNUELLE,1M
21806,59,20,567350.3651715093,5,ANNUELLE,1M
21807,60,20,597680.5639917643,5,ANNUELLE,1M
21808,20,5,4794061.31476212,5,UNIQUE,1M
21809,21,5,4794537.843174757,5,UNIQUE,1M
21810,22,5,4795036.9436754435,5,UNIQUE,1M
21811,23,5,4795622.468240716,5,UNIQUE,1M
21812,24,5,4796281.531028638,5,UNIQUE,1M
21813,25,5,4797030.403656417,5,UNIQUE,1M
21814,26,5,4797789.601948345,5,UNIQUE,1M
21815,27,5,4798554.759594685,5,UNIQUE,1M
21816,28,5,4799381.918560708,5,UNIQUE,1M
21817,29,5,4800318.753618057,5,UNIQUE,1M
21818,30,5,4801505.614946457,5,UNIQUE,1M
21819,31,5,4803108.603202698,5,UNIQUE,1M
21820,32,5,4805087.670598125,5,UNIQUE,1M
21821,33,5,4807393.15467539,5,UNIQUE,1M
21822,34,5,4809898.786119899,5,UNIQUE,1M
21823,35,5,4812752.388328969,5,UNIQUE,1M
21824,36,5,4815965.620725584,5,UNIQUE,1M
21825,37,5,4819684.637764844,5,UNIQUE,1M
21826,38,5,4823950.606928512,5,UNIQUE,1M
21827,39,5,4828747.920867216,5,UNIQUE,1M
21828,40,5,4834031.46406214,5,UNIQUE,1M
21829,41,5,4839580.635190292,5,UNIQUE,1M
21830,42,5,4845420.649639369,5,UNIQUE,1M
21831,43,5,4851403.002456548,5,UNIQUE,1M
21832,44,5,4857418.345299895,5,UNIQUE,1M
21833,45,5,4863311.352928431,5,UNIQUE,1M
21834,46,5,4869088.809459332,5,UNIQUE,1M
21835,47,5,4874872.202422034,5,UNIQUE,1M
21836,48,5,4880799.371912318,5,UNIQUE,1M
21837,49,5,4886992.5856215535,5,UNIQUE,1M
21838,50,5,4893599.505259933,5,UNIQUE,1M
21839,51,5,4900565.302395739,5,UNIQUE,1M
21840,52,5,4907974.954981848,5,UNIQUE,1M
21841,53,5,4916105.155540884,5,UNIQUE,1M
21842,54,5,4925313.989827193,5,UNIQUE,1M
21843,55,5,4936213.654866571,5,UNIQUE,1M
21844,56,5,4949545.649694353,5,UNIQUE,1M
21845,57,5,4964918.1590955425,5,UNIQUE,1M
21846,58,5,4982378.544019175,5,UNIQUE,1M
21847,59,5,5001214.507123446,5,UNIQUE,1M
21848,60,5,5021965.24503462,5,UNIQUE,1M
21849,20,6,4643768.494710294,5,UNIQUE,1M
21850,21,6,4644467.336376333,5,UNIQUE,1M
21851,22,6,4645207.885316345,5,UNIQUE,1M
21852,23,6,4646062.931410403,5,UNIQUE,1M
21853,24,6,4647012.786611617,5,UNIQUE,1M
21854,25,6,4648066.616825631,5,UNIQUE,1M
21855,26,6,4649142.130808089,5,UNIQUE,1M
21856,27,6,4650264.839189776,5,UNIQUE,1M
21857,28,6,4651530.945757831,5,UNIQUE,1M
21858,29,6,4653004.117875856,5,UNIQUE,1M
21859,30,6,4654844.270672914,5,UNIQUE,1M
21860,31,6,4657243.635250235,5,UNIQUE,1M
21861,32,6,4660148.554146762,5,UNIQUE,1M
21862,33,6,4663511.31188736,5,UNIQUE,1M
21863,34,6,4667200.717292507,5,UNIQUE,1M
21864,35,6,4671417.374518716,5,UNIQUE,1M
21865,36,6,4676179.989095353,5,UNIQUE,1M
21866,37,6,4681646.00307908,5,UNIQUE,1M
21867,38,6,4687853.758213528,5,UNIQUE,1M
21868,39,6,4694770.111317252,5,UNIQUE,1M
21869,40,6,4702318.834887851,5,UNIQUE,1M
21870,41,6,4710205.245429333,5,UNIQUE,1M
21871,42,6,4718429.866711031,5,UNIQUE,1M
21872,43,6,4726803.415312574,5,UNIQUE,1M
21873,44,6,4735195.993578093,5,UNIQUE,1M
21874,45,6,4743446.95840805,5,UNIQUE,1M
21875,46,6,4751599.992803895,5,UNIQUE,1M
21876,47,6,4759818.210785293,5,UNIQUE,1M
21877,48,6,4768280.545641052,5,UNIQUE,1M
21878,49,6,4777138.056721233,5,UNIQUE,1M
21879,50,6,4786555.8876439445,5,UNIQUE,1M
21880,51,6,4796561.136991139,5,UNIQUE,1M
21881,52,6,4807386.565119034,5,UNIQUE,1M
21882,53,6,4819467.596861525,5,UNIQUE,1M
21883,54,6,4833264.087443484,5,UNIQUE,1M
21884,55,6,4849497.722110494,5,UNIQUE,1M
21885,56,6,4869029.965145929,5,UNIQUE,1M
21886,57,6,4891280.961607067,5,UNIQUE,1M
21887,58,6,4916315.160887403,5,UNIQUE,1M
21888,59,6,4943326.658363994,5,UNIQUE,1M
21889,60,6,4972889.3336203545,5,UNIQUE,1M
21890,20,7,4500611.829635796,5,UNIQUE,1M
21891,21,7,4501578.748719837,5,UNIQUE,1M
21892,22,7,4502607.70506121,5,UNIQUE,1M
21893,23,7,4503778.713115708,5,UNIQUE,1M
21894,24,7,4505059.505434962,5,UNIQUE,1M
21895,25,7,4506470.417120026,5,UNIQUE,1M
21896,26,7,4507945.338643253,5,UNIQUE,1M
21897,27,7,4509543.891976796,5,UNIQUE,1M
21898,28,7,4511385.810003595,5,UNIQUE,1M
21899,29,7,4513542.033694653,5,UNIQUE,1M
21900,30,7,4516197.630578642,5,UNIQUE,1M
21901,31,7,4519568.952151154,5,UNIQUE,1M
21902,32,7,4523603.222033885,5,UNIQUE,1M
21903,33,7,4528259.827239142,5,UNIQUE,1M
21904,34,7,4533414.259176773,5,UNIQUE,1M
21905,35,7,4539304.329726643,5,UNIQUE,1M
21906,36,7,4545939.85770265,5,UNIQUE,1M
21907,37,7,4553494.385342886,5,UNIQUE,1M
21908,38,7,4561997.769944338,5,UNIQUE,1M
21909,39,7,4571388.370013147,5,UNIQUE,1M
21910,40,7,4581540.2251676805,5,UNIQUE,1M
21911,41,7,4592083.689126266,5,UNIQUE,1M
21912,42,7,4603002.896587641,5,UNIQUE,1M
21913,43,7,4614075.291333075,5,UNIQUE,1M
21914,44,7,4625168.898113037,5,UNIQUE,1M
21915,45,7,4636131.869676295,5,UNIQUE,1M
21916,46,7,4647036.255000641,5,UNIQUE,1M
21917,47,7,4658089.497046871,5,UNIQUE,1M
21918,48,7,4669507.871507686,5,UNIQUE,1M
21919,49,7,4681460.607239395,5,UNIQUE,1M
21920,50,7,4694225.665354147,5,UNIQUE,1M
21921,51,7,4707962.854717876,5,UNIQUE,1M
21922,52,7,4723051.397790321,5,UNIQUE,1M
21923,53,7,4740037.967388063,5,UNIQUE,1M
21924,54,7,4759466.576149216,5,UNIQUE,1M
21925,55,7,4782174.738576573,5,UNIQUE,1M
21926,56,7,4809034.625027567,5,UNIQUE,1M
21927,57,7,4839382.963598397,5,UNIQUE,1M
21928,58,7,4873306.597395574,5,UNIQUE,1M
21929,59,7,4909826.676386717,5,UNIQUE,1M
21930,60,7,4949459.537821144,5,UNIQUE,1M
21931,20,8,4364328.7048716415,5,UNIQUE,1M
21932,21,8,4365607.743538848,5,UNIQUE,1M
21933,22,8,4366968.886974221,5,UNIQUE,1M
21934,23,8,4368493.309838127,5,UNIQUE,1M
21935,24,8,4370153.995824809,5,UNIQUE,1M
21936,25,8,4372000.263552267,5,UNIQUE,1M
21937,26,8,4373986.715765917,5,UNIQUE,1M
21938,27,8,4376191.206921569,5,UNIQUE,1M
21939,28,8,4378748.294909925,5,UNIQUE,1M
21940,29,8,4381741.999813847,5,UNIQUE,1M
21941,30,8,4385380.604943525,5,UNIQUE,1M
21942,31,8,4389917.183028353,5,UNIQUE,1M
21943,32,8,4395304.819647552,5,UNIQUE,1M
21944,33,8,4401520.714976006,5,UNIQUE,1M
21945,34,8,4408433.642669073,5,UNIQUE,1M
21946,35,8,4416302.100179702,5,UNIQUE,1M
21947,36,8,4425132.375448682,5,UNIQUE,1M
21948,37,8,4435107.9084081855,5,UNIQUE,1M
21949,38,8,4446239.142537929,5,UNIQUE,1M
21950,39,8,4458417.904158679,5,UNIQUE,1M
21951,40,8,4471466.758585276,5,UNIQUE,1M
21952,41,8,4484951.090602985,5,UNIQUE,1M
21953,42,8,4498844.936773521,5,UNIQUE,1M
21954,43,8,4512910.747958361,5,UNIQUE,1M
21955,44,8,4527027.872198425,5,UNIQUE,1M
21956,45,8,4541046.111888219,5,UNIQUE,1M
21957,46,8,4555068.946418733,5,UNIQUE,1M
21958,47,8,4569344.330533622,5,UNIQUE,1M
21959,48,8,4584115.258805307,5,UNIQUE,1M
21960,49,8,4599660.507455223,5,UNIQUE,1M
21961,50,8,4616417.91088838,5,UNIQUE,1M
21962,51,8,4634678.857820309,5,UNIQUE,1M
21963,52,8,4654923.517642208,5,UNIQUE,1M
21964,53,8,4677792.054404605,5,UNIQUE,1M
21965,54,8,4703919.422672501,5,UNIQUE,1M
21966,55,8,4734154.138165256,5,UNIQUE,1M
21967,56,8,4769469.180909825,5,UNIQUE,1M
21968,57,8,4809127.039791118,5,UNIQUE,1M
21969,58,8,4853154.258985969,5,UNIQUE,1M
21970,59,8,4900321.458561456,5,UNIQUE,1M
21971,60,8,4951090.2441773545,5,UNIQUE,1M
21972,20,9,4234665.971921876,5,UNIQUE,1M
21973,21,9,4236298.148721371,5,UNIQUE,1M
21974,22,9,4238026.624826023,5,UNIQUE,1M
21975,23,9,4239950.458350975,5,UNIQUE,1M
21976,24,9,4242065.261774122,5,UNIQUE,1M
21977,25,9,4244453.221860273,5,UNIQUE,1M
21978,26,9,4247074.770927312,5,UNIQUE,1M
21979,27,9,4250017.75998713,5,UNIQUE,1M
21980,28,9,4253436.884659494,5,UNIQUE,1M
21981,29,9,4257427.780272052,5,UNIQUE,1M
21982,30,9,4262234.097699886,5,UNIQUE,1M
21983,31,9,4268149.1032432765,5,UNIQUE,1M
21984,32,9,4275142.077544274,5,UNIQUE,1M
21985,33,9,4283194.650122588,5,UNIQUE,1M
21986,34,9,4292154.518651979,5,UNIQUE,1M
21987,35,9,4302304.899559328,5,UNIQUE,1M
21988,36,9,4313643.269901022,5,UNIQUE,1M
21989,37,9,4326351.712919016,5,UNIQUE,1M
21990,38,9,4340403.537564723,5,UNIQUE,1M
21991,39,9,4355642.274979485,5,UNIQUE,1M
21992,40,9,4371847.775506783,5,UNIQUE,1M
21993,41,9,4388528.446954748,5,UNIQUE,1M
21994,42,9,4405664.90646741,5,UNIQUE,1M
21995,43,9,4423017.982933084,5,UNIQUE,1M
21996,44,9,4440471.307177399,5,UNIQUE,1M
21997,45,9,4457880.303090353,5,UNIQUE,1M
21998,46,9,4475376.665954392,5,UNIQUE,1M
21999,47,9,4493238.458163106,5,UNIQUE,1M
22000,48,9,4511822.67762624,5,UNIQUE,1M
22001,49,9,4531562.617403234,5,UNIQUE,1M
22002,50,9,4553053.252684681,5,UNIQUE,1M
22003,51,9,4576674.054200967,5,UNIQUE,1M
22004,52,9,4602989.161209921,5,UNIQUE,1M
